Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-07,00:02:59,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:02:59,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:00,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:00,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:01,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:01,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:02,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:02,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:03,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:03,0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:03:04,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:04,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:05,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:05,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:06,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:06,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:07,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:07,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:08,0.01,0.02,1.00,0.12,-0.06,-0.73
2025-02-07,00:03:08,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:09,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:10,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:10,0.02,0.03,1.00,0.06,0.00,-0.79
2025-02-07,00:03:11,0.00,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:11,-0.01,0.03,1.00,0.06,-0.06,-0.43
2025-02-07,00:03:12,0.02,0.02,1.00,0.12,0.00,0.12
2025-02-07,00:03:12,0.02,0.02,1.00,0.12,0.00,-0.67
2025-02-07,00:03:13,-0.00,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:03:13,-0.00,0.01,1.00,0.06,0.00,-0.67
2025-02-07,00:03:14,0.02,0.01,1.00,0.12,-0.06,-0.98
2025-02-07,00:03:14,0.01,0.03,1.00,0.12,0.00,-0.79
2025-02-07,00:03:15,0.00,0.01,1.00,0.12,-0.06,-0.73
2025-02-07,00:03:15,0.01,0.01,1.00,0.06,0.00,-0.85
2025-02-07,00:03:16,0.00,0.01,1.00,0.06,0.00,-0.73
2025-02-07,00:03:16,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:17,0.01,0.02,1.00,0.12,-0.06,-0.79
2025-02-07,00:03:17,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:18,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:18,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:19,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:19,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:20,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:20,0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:03:21,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:21,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:22,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:22,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:23,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:23,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:24,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:24,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:25,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:25,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:26,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:26,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:27,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:27,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:28,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:28,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:29,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:29,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:30,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:30,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:31,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:31,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:32,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:32,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:33,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:33,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:34,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:34,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:35,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:35,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:36,0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:03:36,0.00,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:37,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:37,0.00,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:38,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:38,0.01,0.02,1.00,0.06,0.00,-0.85
2025-02-07,00:03:39,-0.00,0.03,1.00,0.06,0.12,-0.67
2025-02-07,00:03:39,0.00,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:40,0.00,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:40,0.01,0.02,1.00,0.06,0.00,-0.61
2025-02-07,00:03:41,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:41,-0.00,0.05,1.00,-0.31,0.24,-0.92
2025-02-07,00:03:42,0.00,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:42,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:43,-0.21,0.40,0.66,7.20,121.52,-25.33
2025-02-07,00:03:43,-0.17,-0.29,1.06,-72.63,-75.26,-37.60
2025-02-07,00:03:44,-0.37,0.87,0.62,50.17,171.33,118.47
2025-02-07,00:03:44,-0.07,-0.26,0.89,49.99,83.01,93.57
2025-02-07,00:03:45,0.28,-1.61,1.62,-19.04,-60.36,-18.37
2025-02-07,00:03:45,-0.07,0.33,0.65,-27.77,-142.58,-212.83
2025-02-07,00:03:46,-0.65,1.52,-0.50,-32.65,41.02,71.72
2025-02-07,00:03:46,-0.53,1.02,1.20,-189.82,-94.79,25.82
2025-02-07,00:03:47,-0.42,0.78,1.24,-58.59,-66.04,57.56
2025-02-07,00:03:47,-0.48,0.89,0.59,-50.42,-84.47,145.08
2025-02-07,00:03:48,-0.41,0.69,0.80,-132.39,-102.78,169.74
2025-02-07,00:03:48,-0.27,1.58,-0.45,45.78,48.71,-19.71
2025-02-07,00:03:49,-0.77,2.22,-0.38,-18.07,-7.81,8.18
2025-02-07,00:03:49,-0.59,2.05,-0.03,-63.54,-61.16,-66.04
2025-02-07,00:03:50,0.00,0.03,1.20,10.99,-121.09,-110.90
2025-02-07,00:03:50,0.04,0.00,1.00,-0.49,1.40,-29.91
2025-02-07,00:03:51,0.02,0.02,1.00,0.06,0.12,-0.79
2025-02-07,00:03:51,0.02,0.02,1.00,0.06,0.18,-0.85
2025-02-07,00:03:52,0.01,0.02,1.00,0.06,0.06,-0.79
2025-02-07,00:03:52,0.01,0.02,1.00,0.06,0.12,-0.98
2025-02-07,00:03:53,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:53,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:54,0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:03:54,0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:03:55,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:55,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:56,0.01,0.02,1.00,0.06,-15.63,-0.73
2025-02-07,00:03:56,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:57,0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:03:57,0.00,0.02,1.00,0.06,0.00,-0.92
2025-02-07,00:03:58,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:58,0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:03:59,0.04,0.07,1.01,-0.06,-7.26,4.88
2025-02-07,00:03:59,-0.06,0.14,0.91,20.69,43.64,-2.69
2025-02-07,00:04:00,-0.20,-0.08,1.42,55.05,21.55,16.36
2025-02-07,00:04:00,-0.11,0.01,1.17,-8.67,4.33,1.16
2025-02-07,00:04:01,-0.10,0.17,1.57,11.41,62.44,25.82
2025-02-07,00:04:01,-0.37,0.05,0.84,-2.38,3.30,13.00
2025-02-07,00:04:02,-0.58,0.31,2.97,-51.45,-72.45,-24.90
2025-02-07,00:04:02,0.35,-0.30,-0.76,-19.23,-114.56,42.05
2025-02-07,00:04:03,0.36,0.07,0.01,72.81,123.60,-75.68
2025-02-07,00:04:03,-1.03,0.65,2.64,47.06,56.46,11.29
2025-02-07,00:04:04,-0.63,0.34,1.24,-34.67,23.93,-0.61
2025-02-07,00:04:04,0.72,-0.70,-1.21,-9.16,-109.13,9.95
2025-02-07,00:04:05,-0.27,0.25,0.87,22.83,-33.26,-15.26
2025-02-07,00:04:05,0.08,0.04,0.99,-0.12,0.92,-24.84
2025-02-07,00:04:06,-0.01,0.02,1.00,0.06,-0.06,-0.67
2025-02-07,00:04:06,0.00,0.03,1.00,0.06,0.06,-0.92
2025-02-07,00:04:07,-0.01,0.03,1.00,0.06,0.00,-0.73
2025-02-07,00:04:07,-0.02,0.02,1.00,0.12,-0.06,-0.73
2025-02-07,00:04:08,-0.00,0.01,0.99,0.00,0.06,-0.79
2025-02-07,00:04:08,-0.03,0.03,1.00,0.06,0.00,-0.61
2025-02-07,00:04:09,-0.00,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:04:09,-0.01,0.02,1.00,0.06,0.00,-0.85
2025-02-07,00:04:10,-0.02,0.02,1.00,0.06,0.00,-0.67
2025-02-07,00:04:10,-0.02,0.02,1.00,0.00,-0.12,-0.61
2025-02-07,00:04:11,-0.00,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:11,-0.02,0.03,1.01,0.55,-0.49,-1.04
2025-02-07,00:04:12,-0.03,0.03,1.00,0.06,0.18,-0.92
2025-02-07,00:04:13,-0.02,0.03,1.00,0.12,-0.06,-0.73
2025-02-07,00:04:13,-0.01,0.03,1.00,0.06,0.24,-0.61
2025-02-07,00:04:14,-0.01,0.02,1.00,0.12,-0.06,-0.79
2025-02-07,00:04:14,-0.01,0.02,1.00,0.06,-0.06,-0.85
2025-02-07,00:04:15,-0.01,0.02,1.00,0.00,-0.06,-0.85
2025-02-07,00:04:15,-0.01,0.02,1.01,0.06,-0.06,-0.79
2025-02-07,00:04:16,-0.01,0.02,1.00,0.06,-0.12,-0.85
2025-02-07,00:04:16,-0.01,0.02,1.00,0.06,0.12,-0.61
2025-02-07,00:04:17,-0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:04:17,-0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:04:18,-0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:04:18,-0.01,0.01,1.00,0.06,-0.06,-0.67
2025-02-07,00:04:19,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:19,-0.01,0.02,1.00,0.06,0.06,-0.73
2025-02-07,00:04:20,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:20,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:21,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:21,-0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:04:22,-0.01,0.02,1.00,0.06,0.06,-0.79
2025-02-07,00:04:22,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:23,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:23,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:24,-0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:04:24,-0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:04:25,-0.01,0.02,1.00,0.12,-0.06,-0.73
2025-02-07,00:04:25,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:26,-0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:04:26,-0.01,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:04:27,-0.01,0.02,1.00,0.06,0.06,-0.73
2025-02-07,00:04:27,-0.01,0.02,1.00,0.06,-0.06,-0.79
2025-02-07,00:04:28,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:28,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:29,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:29,-0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:04:30,-0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:04:30,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:31,-0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:04:31,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:32,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:32,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:33,-0.01,0.02,1.00,0.06,0.00,-0.79
2025-02-07,00:04:33,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:34,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:34,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:35,-0.01,0.02,1.00,0.12,0.00,-0.73
2025-02-07,00:04:35,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:36,-0.02,0.02,1.00,0.12,0.00,-0.79
2025-02-07,00:04:36,-0.01,0.02,1.00,0.12,0.00,-0.67
2025-02-07,00:04:37,-0.01,0.02,1.00,0.06,0.00,-0.73
2025-02-07,00:04:37,-0.01,0.02,1.00,0.06,-0.06,-0.73
2025-02-07,00:04:38,-0.05,0.50,1.62,61.65,71.84,-27.83
2025-02-07,00:04:38,0.16,-0.45,-1.27,106.38,12.15,-21.12
2025-02-07,00:04:39,0.28,0.30,-0.19,5.55,-127.44,121.70
2025-02-07,00:04:39,-0.83,1.81,3.54,-109.19,-77.03,36.68
2025-02-07,00:04:40,-0.11,0.88,0.17,101.93,63.29,-132.81
2025-02-07,00:04:40,0.33,-0.28,-0.35,8.85,-19.35,-58.35
2025-02-07,00:04:41,0.63,-0.89,-0.41,17.88,-8.73,121.34
2025-02-07,00:04:41,-0.80,1.81,0.45,-75.81,62.87,137.70
2025-02-07,00:04:42,-1.01,1.71,1.88,216.86,63.48,5.92
2025-02-07,00:04:42,-0.12,0.55,1.01,-9.34,0.31,-13.61
2025-02-07,00:04:43,0.00,0.12,1.04,-11.05,-4.39,-13.67
2025-02-07,00:04:43,-0.02,0.19,0.98,-1.40,-0.06,-0.85
2025-02-07,00:04:44,-0.01,0.17,0.99,0.37,-0.18,-1.10
2025-02-07,00:04:44,-0.02,0.18,0.99,0.49,0.00,-0.73
2025-02-07,00:04:45,-0.02,0.18,0.98,-0.06,0.00,-0.73
2025-02-07,00:04:45,-0.01,0.18,0.98,0.73,0.00,-0.73
2025-02-07,00:04:46,-0.01,0.18,0.99,0.18,0.00,-0.73
2025-02-07,00:04:46,-0.02,0.18,0.98,0.12,0.00,-0.73
2025-02-07,00:04:47,-0.01,0.17,0.99,0.79,-0.06,-0.73
2025-02-07,00:04:47,-0.01,0.18,0.99,0.18,0.00,-0.79
2025-02-07,00:04:48,-0.02,0.18,0.99,0.06,0.00,-0.73
2025-02-07,00:04:48,-0.01,0.18,0.99,0.12,0.00,-0.73
2025-02-07,00:04:49,-0.02,0.18,0.99,0.12,0.00,-0.79
2025-02-07,00:04:49,-0.02,0.18,0.99,0.06,0.00,-0.79
2025-02-07,00:04:50,-0.02,0.17,0.99,0.12,-0.06,-0.73
2025-02-07,00:04:50,-0.02,0.18,0.98,-0.12,0.00,-0.73
2025-02-07,00:04:51,-0.01,0.18,0.99,0.06,0.00,-0.79
2025-02-07,00:04:51,-0.02,0.18,0.98,0.12,0.00,-0.73
2025-02-07,00:04:52,-0.02,0.18,0.99,0.18,0.00,-0.73
2025-02-07,00:04:52,-0.01,0.17,0.99,0.00,0.00,-0.73
2025-02-07,00:04:53,-0.01,0.17,0.99,-0.31,0.00,-0.79
2025-02-07,00:04:53,-0.01,0.18,0.98,0.00,-0.06,-0.73
2025-02-07,00:04:54,-0.02,0.18,0.99,0.06,0.00,-0.79
2025-02-07,00:04:54,-0.02,0.18,0.99,0.00,0.00,-0.73
2025-02-07,00:04:55,-0.02,0.18,0.99,-0.06,0.00,-0.79
2025-02-07,00:04:55,-0.02,0.18,0.99,0.18,0.00,-0.73
2025-02-07,00:04:56,-0.02,0.18,0.99,0.00,0.00,-0.73
2025-02-07,00:04:56,-0.02,0.17,0.99,0.00,0.00,-0.73
2025-02-07,00:04:57,-0.01,0.17,0.99,0.00,0.00,-0.79
2025-02-07,00:04:57,-0.01,0.18,0.99,-0.37,0.00,-0.79
2025-02-07,00:04:58,-0.01,0.18,0.99,0.06,-0.06,-0.73
2025-02-07,00:04:58,-0.02,0.18,0.99,0.06,0.00,-0.79
2025-02-07,00:04:59,-0.02,0.18,0.99,0.06,-0.06,-0.79
2025-02-07,00:04:59,-0.02,0.18,0.99,0.18,0.00,-0.79
2025-02-07,00:05:00,-0.02,0.18,0.98,0.18,0.00,-0.73
2025-02-07,00:05:00,-0.02,0.18,0.98,-0.49,0.00,-0.79
2025-02-07,00:05:01,-0.02,0.18,0.99,-0.79,-0.06,-0.79
2025-02-07,00:05:01,-0.02,0.17,0.99,0.12,0.00,-0.73
2025-02-07,00:05:02,-0.01,0.17,0.99,-0.06,0.00,-0.73
2025-02-07,00:05:02,-0.02,0.18,0.99,-0.37,0.00,-0.79
2025-02-07,00:05:03,-0.02,0.18,0.98,0.12,0.00,-0.73
2025-02-07,00:05:03,-0.01,0.18,0.99,0.12,0.00,-0.73
2025-02-07,00:05:04,-0.02,0.18,0.98,-0.06,0.00,-0.73
2025-02-07,00:05:04,-0.01,0.18,0.98,0.43,0.00,-0.73
2025-02-07,00:05:05,-0.22,0.65,1.32,123.60,26.31,-16.30
2025-02-07,00:05:05,0.30,-0.34,-0.27,73.49,-54.75,-11.84
2025-02-07,00:05:06,-1.28,2.00,1.58,-166.02,-68.66,107.79
2025-02-07,00:05:06,-0.40,0.83,0.53,97.17,15.93,-55.79
2025-02-07,00:05:07,0.56,-1.07,-0.67,64.82,-3.42,17.27
2025-02-07,00:05:07,-0.44,0.97,0.77,85.88,48.22,83.44
2025-02-07,00:05:08,-0.20,0.45,0.92,-8.85,3.42,-3.23
2025-02-07,00:05:08,-0.05,0.19,0.89,154.30,-17.33,-37.17
2025-02-07,00:05:09,-0.01,0.19,0.98,0.06,0.06,-0.79
2025-02-07,00:05:09,-0.01,0.19,0.98,0.12,0.00,-0.73
2025-02-07,00:05:10,-0.01,0.19,0.98,0.06,0.00,-0.73
2025-02-07,00:05:10,-0.01,0.19,0.99,0.12,0.00,-0.73
2025-02-07,00:05:11,-0.01,0.19,0.98,0.06,0.00,-0.73
2025-02-07,00:05:11,-0.02,0.19,0.98,0.06,0.00,-0.73
2025-02-07,00:05:12,-0.02,0.19,0.98,0.18,0.00,-0.79
2025-02-07,00:05:12,-0.01,0.18,0.99,0.24,0.00,-0.67
2025-02-07,00:05:13,-0.02,0.19,0.98,0.12,-0.06,-0.79
2025-02-07,00:05:13,-0.01,0.19,0.99,0.06,0.00,-0.73
2025-02-07,00:05:14,-0.01,0.19,0.98,0.06,0.00,-0.79
2025-02-07,00:05:14,-0.01,0.19,0.98,0.18,0.00,-0.73
2025-02-07,00:05:15,-0.01,0.18,0.98,0.06,0.00,-0.79
2025-02-07,00:05:16,-0.02,0.19,0.98,0.06,0.00,-0.73
2025-02-07,00:05:16,-0.01,0.18,0.98,0.06,-0.06,-0.79
2025-02-07,00:05:17,-0.01,0.19,0.98,0.00,-0.06,-0.79
2025-02-07,00:05:17,-0.01,0.18,0.98,0.06,0.00,-0.79
2025-02-07,00:05:18,-0.01,0.18,0.98,0.06,0.00,-0.73
2025-02-07,00:05:18,-0.02,0.18,0.98,0.06,-0.06,-0.79
2025-02-07,00:05:19,-0.01,0.19,0.98,0.06,0.00,-0.79
2025-02-07,00:05:19,-0.01,0.18,0.98,0.00,0.00,-0.79
2025-02-07,00:05:20,-0.02,0.18,0.98,0.00,-0.06,-0.73
2025-02-07,00:05:20,-0.01,0.18,0.98,0.18,-0.06,-0.73
2025-02-07,00:05:21,-0.01,0.18,0.98,-0.06,0.00,-0.79
2025-02-07,00:05:21,-0.01,0.18,0.98,0.12,-0.06,-0.73
2025-02-07,00:05:22,-0.01,0.19,0.98,0.06,0.00,-0.67
2025-02-07,00:05:22,-0.02,0.18,0.98,0.24,0.00,-0.73
2025-02-07,00:05:23,-0.01,0.18,0.98,0.00,0.00,-0.73
2025-02-07,00:05:23,-0.02,0.19,0.98,0.00,-0.06,-0.98
2025-02-07,00:05:24,-0.01,0.19,0.98,0.06,0.00,-0.73
2025-02-07,00:05:24,-0.02,0.18,0.98,0.12,0.00,-0.79
2025-02-07,00:05:25,-0.01,0.19,0.98,0.12,0.00,-0.73
2025-02-07,00:05:25,-0.02,0.19,0.99,0.18,0.00,-0.67
2025-02-07,00:05:26,-0.01,0.19,0.98,0.12,0.06,-0.67
2025-02-07,00:05:26,-0.01,0.18,0.99,0.12,0.00,-0.73
2025-02-07,00:05:27,-0.02,0.18,0.98,0.12,0.00,-0.73
2025-02-07,00:05:27,-0.02,0.19,0.98,0.00,-0.06,-0.85
2025-02-07,00:05:28,-0.02,0.18,0.98,0.06,-0.06,-0.73
2025-02-07,00:05:28,-0.01,0.19,0.98,0.12,0.00,-0.73
2025-02-07,00:05:29,-0.02,0.18,0.98,0.06,0.00,-0.85
2025-02-07,00:05:29,-0.02,0.18,0.99,0.06,0.00,-0.79
2025-02-07,00:05:30,-0.02,0.18,0.98,0.12,-0.06,-0.79
2025-02-07,00:05:30,-0.02,0.18,0.98,0.06,0.00,-0.73
2025-02-07,00:05:31,-0.02,0.19,0.98,0.06,0.00,-0.79
2025-02-07,00:05:31,-0.01,0.18,0.98,0.06,0.00,-0.67
2025-02-07,00:05:32,-0.02,0.18,0.98,0.12,0.00,-0.67
2025-02-07,00:05:32,-0.21,0.05,0.49,39.12,67.87,-35.10
2025-02-07,00:05:33,-0.55,0.51,1.37,-19.59,-66.65,36.19
2025-02-07,00:05:33,-0.72,1.36,2.32,-17.70,-244.51,-19.10
2025-02-07,00:05:34,-0.78,1.84,1.83,49.68,51.03,-72.14
2025-02-07,00:05:34,-0.45,0.77,0.63,-19.35,194.58,-52.86
2025-02-07,00:05:35,-0.13,0.25,-0.04,7.51,95.21,-23.86
2025-02-07,00:05:35,-0.01,-0.21,-0.28,23.99,-10.01,25.02
2025-02-07,00:05:36,-0.40,0.89,0.58,-105.65,-128.36,-54.57
2025-02-07,00:05:36,-0.02,0.12,0.99,3.05,2.50,-0.12
2025-02-07,00:05:37,-0.02,0.20,0.97,-0.37,0.00,-0.79
2025-02-07,00:05:37,-0.02,0.19,0.99,1.28,0.06,-0.79
2025-02-07,00:05:38,-0.02,0.19,0.98,0.06,-0.06,-0.73
2025-02-07,00:05:38,-0.02,0.19,0.98,-0.12,0.00,-0.79
2025-02-07,00:05:39,-0.02,0.19,0.98,0.24,0.00,-0.73
2025-02-07,00:05:39,-0.02,0.19,0.98,-1.53,-0.12,-0.85
2025-02-07,00:05:40,-0.02,0.19,0.98,-0.85,-0.12,-0.85
2025-02-07,00:05:40,-0.02,0.19,0.98,0.12,0.00,-0.73
2025-02-07,00:05:41,-0.02,0.19,0.98,0.00,-0.06,-0.79
2025-02-07,00:05:41,-0.02,0.19,0.98,-0.24,-0.06,-0.73
2025-02-07,00:05:42,-0.01,0.19,0.98,-0.31,0.00,-0.79
2025-02-07,00:05:42,0.03,0.06,1.46,15.44,58.96,-1.95
2025-02-07,00:05:43,-0.05,0.52,0.86,92.22,93.20,-15.50
2025-02-07,00:05:43,1.19,0.06,-1.00,69.82,-86.36,29.97
2025-02-07,00:05:44,-1.06,0.45,1.17,25.27,-61.22,73.97
2025-02-07,00:05:44,-1.58,0.56,2.41,-65.31,69.27,-16.54
2025-02-07,00:05:45,-0.37,0.43,0.49,-55.42,91.13,-37.54
2025-02-07,00:05:45,0.06,0.10,-0.31,-16.05,34.06,6.47
2025-02-07,00:05:46,-0.25,0.27,0.17,72.14,-125.06,14.59
2025-02-07,00:05:46,-0.53,0.12,1.12,28.81,-104.19,23.38
2025-02-07,00:05:47,-0.87,0.51,2.22,-17.82,154.30,18.13
2025-02-07,00:05:47,-0.44,0.53,0.37,-56.88,136.29,-35.83
2025-02-07,00:05:48,-0.17,0.21,0.97,-55.36,-23.07,-21.12
2025-02-07,00:05:48,-0.01,0.06,1.00,0.00,-0.49,-1.71
2025-02-07,00:05:49,-0.02,0.03,1.00,0.55,0.06,-0.73
2025-02-07,00:05:49,-0.02,0.03,1.00,0.43,0.00,-0.79
2025-02-07,00:05:50,-0.01,0.03,1.00,0.24,0.00,-0.79
2025-02-07,00:05:50,-0.02,0.04,1.00,-0.12,15.56,-0.61
2025-02-07,00:05:51,-0.02,0.04,1.00,0.92,0.06,-0.73
2025-02-07,00:05:51,-0.02,0.04,1.00,-0.18,0.00,-0.79
2025-02-07,00:05:52,-0.02,0.04,1.00,-0.43,-0.06,-0.73
2025-02-07,00:05:52,-0.02,0.04,1.00,-0.31,-0.06,-0.79
2025-02-07,00:05:53,-0.02,0.03,1.00,2.69,0.06,-0.61
2025-02-07,00:05:53,-0.02,0.04,1.00,0.79,0.00,-0.73
2025-02-07,00:05:54,-0.02,0.04,1.00,0.61,0.00,-0.73
2025-02-07,00:05:54,-0.05,0.05,0.99,-4.76,-0.31,-1.10
2025-02-07,00:05:55,-0.02,0.04,1.00,-3.05,-0.18,-0.85
2025-02-07,00:05:55,-0.02,0.05,0.99,0.37,0.00,-0.79
2025-02-07,00:05:56,-0.02,0.04,1.00,2.69,0.06,-0.73
2025-02-07,00:05:56,-0.01,0.05,1.00,2.26,0.12,-0.73
2025-02-07,00:05:57,-0.02,0.03,1.01,2.20,0.06,-0.73
2025-02-07,00:05:57,-0.01,0.03,1.01,-0.61,-0.12,-0.73
2025-02-07,00:05:58,-0.02,0.05,1.00,1.10,0.00,-0.73
2025-02-07,00:05:58,-0.02,0.04,1.00,4.82,0.18,-0.67
