35429.0,28.64
36430.0,28.62
37431.0,28.64
3841.0,28.58
4842.0,28.65
5843.0,28.48
6844.0,28.65
7845.0,28.39
8846.0,28.26
9847.0,30.64
10848.0,29.02
11849.0,28.64
12850.0,28.48
13851.0,28.46
14852.0,28.74
15853.0,28.93
16854.0,28.52
17855.0,28.73
18856.0,30.79
19857.0,29.76
20858.0,28.99
21859.0,28.86
22860.0,30.14
23861.0,29.64
24862.0,29.18
25863.0,28.91
26864.0,28.87
27865.0,29.06
28866.0,28.81
29867.0,28.81
30868.0,28.75
31869.0,28.93
32870.0,28.77
33871.0,28.68
34872.0,28.62
35873.0,28.6
36874.0,28.68
37875.0,28.76
38876.0,28.7
39877.0,28.63
40878.0,28.61
41879.0,28.61
42880.0,28.66
43881.0,28.62
44882.0,28.59
45883.0,28.61
46884.0,28.84
47885.0,28.57
48886.0,28.79
49887.0,28.54
50888.0,28.74
51889.0,28.69
52890.0,28.73
53891.0,28.63
54892.0,28.83
55893.0,28.54
56894.0,28.7
57895.0,28.51
58896.0,28.51
59897.0,28.51
60898.0,28.43
61899.0,28.53
62900.0,28.55
63901.0,28.43
64902.0,28.77
65903.0,28.37
66904.0,28.27
67905.0,28.38
68906.0,28.67
69907.0,28.5
70908.0,28.24
71909.0,28.41
72910.0,28.38
73911.0,28.37
74912.0,28.34
75913.0,28.32
76914.0,28.4
77915.0,28.41
78916.0,28.51
79917.0,28.36
80918.0,28.41
81919.0,28.38
82920.0,28.27
83921.0,28.39
84922.0,28.62
85923.0,28.34
86924.0,28.32
87925.0,28.36
88926.0,28.58
89927.0,28.29
90928.0,28.48
91929.0,28.37
92930.0,28.54
93931.0,28.29
94932.0,28.36
95933.0,28.38
96934.0,28.18
97935.0,29.44
98936.0,30.0
99937.0,28.91
100938.0,28.51
101939.0,28.82
102940.0,28.62
103941.0,28.42
104942.0,28.54
105943.0,28.44
106944.0,28.49
107945.0,29.5
108946.0,29.02
109947.0,28.75
110948.0,28.75
111949.0,28.79
112950.0,28.64
113951.0,28.65
114952.0,28.45
115953.0,28.41
116954.0,28.57
117955.0,28.39
118956.0,28.48
119957.0,28.34
120958.0,28.65
121959.0,28.42
122960.0,28.21
123961.0,28.36
124962.0,30.29
125963.0,29.25
126964.0,28.89
127965.0,28.7
128966.0,30.23
129967.0,29.84
130968.0,29.29
131969.0,28.79
132970.0,30.36
133971.0,29.36
134972.0,29.07
135973.0,28.96
136974.0,28.77
137975.0,28.73
138976.0,28.63
139977.0,28.77
140978.0,28.5
141979.0,28.53
142980.0,28.3
143981.0,28.37
144982.0,28.3
145983.0,28.42
146984.0,28.41
147985.0,28.38
148986.0,28.39
149987.0,28.28
150988.0,28.37
151989.0,28.4
152990.0,28.21
153991.0,28.42
154992.0,28.51
155993.0,28.32
156994.0,28.66
157995.0,28.31
158996.0,28.25
159997.0,28.39
160998.0,28.29
161999.0,28.41
163000.0,28.62
164001.0,28.32
165002.0,28.33
166003.0,28.48
167004.0,28.27
168005.0,28.34
169006.0,28.28
170007.0,28.35
171008.0,28.11
172009.0,28.28
173010.0,28.54
174011.0,28.32
175012.0,28.36
176013.0,28.34
177014.0,28.14
178015.0,28.37
179016.0,28.56
180017.0,28.37
181018.0,28.28
182019.0,28.27
183020.0,28.17
184021.0,28.24
185022.0,28.17
186023.0,28.32
187024.0,28.19
188025.0,28.35
189026.0,28.14
190027.0,28.31
191028.0,28.37
192029.0,28.27
193030.0,28.19
194031.0,28.44
195032.0,28.46
196033.0,28.28
197034.0,28.23
198035.0,28.27
199036.0,28.12
200037.0,28.27
201038.0,28.4
202039.0,28.39
203040.0,28.48
204041.0,28.21
205042.0,28.48
206043.0,28.23
207044.0,28.46
208045.0,28.25
209046.0,28.29
210047.0,28.29
211048.0,28.46
212049.0,28.29
213050.0,28.27
214051.0,28.22
215052.0,28.24
216053.0,28.26
217054.0,28.02
218055.0,28.25
219056.0,28.14
220057.0,28.21
221058.0,28.47
222059.0,28.21
223060.0,28.25
224061.0,28.26
225062.0,28.14
226063.0,28.2
227064.0,28.16
228065.0,28.24
229066.0,28.13
230067.0,28.22
231068.0,28.54
232069.0,28.1
233070.0,28.05
234071.0,28.12
235072.0,28.43
236073.0,28.27
237074.0,28.38
238075.0,28.26
239076.0,28.2
240077.0,28.22
241078.0,28.13
242079.0,28.14
243080.0,27.98
244081.0,28.15
245082.0,28.06
246083.0,28.11
247084.0,28.13
248085.0,28.16
249086.0,28.09
250087.0,28.17
251088.0,28.22
252089.0,28.15
253090.0,28.39
254091.0,28.21
255092.0,28.18
256093.0,28.11
257094.0,28.36
258095.0,28.18
259096.0,28.27
260097.0,28.15
261098.0,28.16
262099.0,28.17
263100.0,28.23
264101.0,28.21
265102.0,28.11
266103.0,28.17
267104.0,27.91
268105.0,28.09
269106.0,28.29
270107.0,28.09
271108.0,27.94
272109.0,28.11
273110.0,28.14
288038.0,28.2
289039.0,28.14
290040.0,28.05
291041.0,28.08
292042.0,29.01
293043.0,29.97
294044.0,28.68
295045.0,28.36
296046.0,30.37
297047.0,29.11
298048.0,29.6
299049.0,29.88
300050.0,28.48
301051.0,28.63
302052.0,28.57
303053.0,28.34
304054.0,28.61
305055.0,28.54
306056.0,28.45
307057.0,28.55
308058.0,28.24
309059.0,28.42
310060.0,28.41
311061.0,28.25
312062.0,28.3
